,id,title,author,genre,story
20,20,화산권마,"진선규,우각",무협,"자신의 마을이 습격받고 유일하게 살아남은 담호, 하지만 담호는 절름발이다. 무인으로서 최악의 조건이지만 담호는 수련을 멈추지 않는다. 주변 사람들로부터 무인이 될 수 없다고 듣지만 끝까지 포기하지 않는 담호, 과연 그는 최고의 무인이 될 수 있을 것인가?"
21,21,미래 USB로 인생역전!,"커피콩,전지구,소라게,박명운",드라마,"훈훈한 외모 말고는 딱히...학력도, 강의력도 내세울 게 없는 학원 강사, 김준영.한 노인을 만나게 된 뒤 모든 게 뒤바뀐다.전국 중,고등학교의 전과목 수행평가,중간, 기말고사는 물론 수능까지.미래의 모든 기출이 담긴 USB를 손에 넣다."
22,22,FFF급 관심용사,"깡무,파르나르",판타지,"주인공 강한수는 판타지아 세계로 소환된 뒤 10년의 고생 끝에 마왕을 쓰러뜨린다.이제 원래 세계로 돌아가는 건가, 행복해 하는 찰나. 판타지 세계의 신으로부터 성적표가 날아온다.마왕 살해에 방해되는 요소를 모조리 치워가면서 왔더니 인성 점수가 F로 나와버렸다!이어지는 회귀, 판타지 세계의 모험을 처음부터 다시 시작해야 한다.과연 강한수는 무한한 회귀를 끝낼 수 있을까."
23,23,남주의 여자사람친구가 되었다,"꼬리,햇살수인",로판,"미친 외모의 남주, 루드릭 바우저.…를 짝사랑하는 여자사람친구로 환생해 버렸다?!주인공들의 사랑놀음에 이용당할 운명이라니…나, 달리아 에이버린은 금수저 라이프를 만끽하며세계 각국의 미남들과 뜨거운 연애를 할 거야!그런데………“안녕하세요, 바우저 영애.”“……으아앙!”여자애로 착각해 울려 버렸다?그 후 친해진 것도 잠시,전쟁으로 헤어졌다 다시 만난 남주는……“못 본 새 눈이 많이 낮아졌나 봐, 에이버린 공녀."" 왜 내 연애 사업을 방해하고 난리야!우리 그냥 친구 사이 아니었니?안 돼! 이번 생에는남주의 가'족'같은 친구가 되어주겠어!"
24,24,최강인데 또 레벨업,"Changpan Warrior,Chendong",판타지,"대기업 천신 바이오의 계략으로 이상 현상과 변이 생물이 출현하는 후문명시대의 지구. 평범한 대학생 하민재는 고향으로 돌아가던 도중, 자신의 특별한 능력을 각성하게 된다. 자신을 눈엣가시로 여기며 제거하려는 천신 바이오에 맞서, 하민재는 끊임없이 강해진다!"
25,25,튜토리얼이 너무 어렵다,"이마에 다이키,gandara",판타지,"gandara 퓨전 판타지 장편소설 '튜토리얼이 너무 어렵다' 가 웹툰으로 독자 여러분을 찾아갑니다.삶이 무료하던 어느 날, 내 눈앞에 나타난 초대 메세지. [튜토리얼 세계에 입장하시겠습니까?] 그리고 뒤이어 나타난 난이도 선택 창. [이지] [노말] [하드] [헬] 나는 주저없이 헬 난이도를 선택했다. 그리고 후회했다. 아무리 헬 난이도라지만, 이건 너무 심하잖아."
26,26,내 침대 밑에 괴물 남주가 산다,"수달,지헤,여로은",로판,"19금 피폐 로판 소설 속으로 빙의하는 것?그래, 거기까진 좋았다.하필이면 내가 빙의한 캐릭터가빌런의 딸인 데다, 곧 죽을 거란 것만 빼면!이 운명 아닌 운명을어떻게 빠져 나가야 할지 고민하던 중,사이코패스(?) 전쟁광(?) 오빠에게선물 하나를 받는데…….물, 컹?이거…… 슬라임이잖아?토실토실 물컹물컹 보드랍기만 하던 슬라임이말을 하기 시작했다?“뮤뮤!(칭구!)”새로운 마물 친구의 등장으로나, 이리나 소르디에의 운명은급격히 다른 방향으로 흐르고 마는데?************************************************[표지 및 로고 디자인] 송가희**************************웹툰 [내 침대 밑에 괴물 남주가 산다]는 매주 월요일, 주1회 연재됩니다."
27,27,상사의 청혼,"피피치(해피북스투유),플랜비(공감미디어),김뚱땅",로맨스,"""방금, 뭐라고 하셨죠...?""""결혼하자고요, 우리. 반지가 여전히 빠지지 않으니까.""대체 왜 이래요, 나한테.**여느 때처럼 특별할 것 없던 주말, 새봄은 약속 장소에서 자신의 상사 류지헌 전무와 우연히 마주치고,얼떨결에 그가 건네준 반지를 끼고 '가짜 애인'으로 둔갑해 상견례를 마친다.집에 온 새봄은 지헌이 막무가내로 끼워준 반지를 빼려 하는데 도무지 뺄 수가 없다. 어쩔 수 없이 반지를 끼고 다니게 되는 새봄.그 사이 지헌은 새봄에게 마음이 동하기 시작해, '비즈니스'를 가장한 청혼을 제안한다.어느새 단단히 엮이기 시작한 둘, 그리고 여전히 빠지지 않는 반지. 이 반지에는 새봄이 모르는 비밀이 담겨있다.상처뿐인 사랑에 지쳐, 사랑을 외면하려는 두 남녀가유쾌하게, 그리고 지독하게 얽히는 오피스 로코!"
28,28,당신의 죽음을 바칠 시간,"게챠,동쪽,아시스,원히트",로판,"마흔 살이었던 일리안이 눈을 뜨고 본 것은 작아진 손이었다.늙은 용병이었던 그녀는 10년을 거슬러 열두 살의 어린아이,헤이븐 윈터가 되어 있었다!우선 망해가는 가문도 다시 세워야 하고,과거로 돌아온 김에 이전 생에서 지키지 못한 것들도 지켜내야겠다.그런데… 이전 생에서 거슬리던 녀석이 이번 생에서도 눈에 밟힌다!?""너는 일리안 하인리히가 아니니까.""도대체 과거의 나는 너에게 뭐였던 거야!"
29,29,적기사는 눈먼 돈을 좇지 않는다,"송재민,로시원",로판,"황실 기사 유디트는 한때 돈만 쥐여 주면 뭐든 했던 쓰레기였다.황실의 개로, 단장의 도구로, 돈의 노예로 살았다.가난을 핑계 삼아 죄책감을 버렸다.그러나 끝에 있던 건 배신과 죽음이었다.하지만 눈 떠보니 6년의 세월을 회귀해 신입 기사 때로 돌아와 있는데…?'이제 돈 때문에 움직이는 칼잡이는 되지 않겠어.'이전과는 다른 생을 살겠다며 다짐하는 유디트 앞에적기사단장이 나타나 스카우트하는데…….""합당한 대우를 약속하겠다. 적기사단에 소속을 두지 않겠나?""흑기사였던 과거를 버리고 적기사로서눈먼 돈을 좇지 않기로 한 유디트.이번 생은 후회하지 않는 삶을 살 수 있을까?"
30,30,레벨업 닥터 최기석,"스튜디오 질풍,살무,윤백현",드라마,고아로 자라 그 누구에게도 마음을 열지 않고 최고의 흉부외과 의사가 되기 위해 피나는 노력을 했던 나 정해진.갑작스러운 사고로 눈을 떠보니 '정해진'이 아닌 '최기석'으로 살아가야 하는 것으로도 모자라서 내가 가진 스킬을 <레벨업> 해야 한다고..?사고 후 송두리째 바뀌어버린 운명..과연 이제 막 걸음마를 뗀 '최기석'의 몸으로 '최고의 흉부외과 의사'가 될 수 있을까?...<레벨업 닥터 최기석> 스튜디오질풍매주 월요일에 연재됩니다.
31,31,백련성신,"은사해탈,연재공작실",무협,"백만 번의 단련을 통해 신의 경지에 오르다! 집안의 몰락으로 하루아침에 노비가 된 나정이는 매일같이 비참한 나날들을 보낸다. 설상가상, 그의 여동생마저 옥에 갇히자 더욱 절망에 빠지는데…… 그러던 중, 그는 아버지가 자신에게 유물로 남겨준 오래된 서책에서 거대한 힘을 흡수하여 병기가 돼 버리고, 인간과 요족 그리고 마족의 공법을 익히며 악당들과 끊임없이 싸워 나가 운명을 개척하게 된다. 과연, 이 거대하고 신비로운 힘의 정체는 무엇일까? 그리고 그는 과연 여동생을 구할 수 있을 것인가?"
32,32,여왕 쎄시아의 반바지,"새들,재겸",로판,"[위대한 여왕 쎄시아, 그녀의 진짜 고민은 바로 불편한 코르셋?]아흔아홉 개 나라를 평정하고 통치자의 잔을 손에 쥔위대한 여왕 쎄시아, 그녀의 진짜 고민은 바로 불편한 코르셋?"
33,33,상사와의 수상한 잠자리,"구공,GYU,가현",로맨스,"3년간 헌신한 남자친구에게 헌신짝처럼 버려진 은수.홧김에 클럽으로 놀러 갔다가 일이 좀 이상하게 흘러간 모양이다……?“지독한 불면증입니다. 그런데 당신 곁에서는 잠이 왔어요.”‘어디서 약을 팔려고. 그렇게 잘 자 놓고서는!’술에 취해 정말 ‘잠만’ 자고 헤어진 상대가자신을 애타게 찾았다며 얼토당토않은 소리를 하는데.“오늘도 당신과 자고 싶어요. 그냥 자기만 하는 겁니다.”그러나 끈질긴 남자의 요구에 한 번 더 재워 주게 된 은수.남자가 잠든 사이, 거짓 번호를 알려 주고 도망쳐 나온다.“반갑습니다. 채은수 씨. 본부장 서도진입니다.”그런데 며칠 후, 기획팀에 새로 부임한 본부장은그날 은수가 도망치듯 두고 나온 바로 그 남자였다!“우선 1년만 사귀어 봅시다.”심지어 ‘밤’을 함께하는 조건으로 계약연애까지 제안해 오는데!계약연애로 이어진 하룻밤 인연, 과연 그 결말은……?!"
34,34,우선 남동생부터 숨기자,"자목,미나,천리,채지후",로판,"하필이면 19금 다공일수 피폐 BL 만화에 수의 하나뿐인 누나로 빙의하고 말았다! 재수없게도 광공 남주가 끔살시킬 첫 희생자가 누나인 나라니요…. 이렇게 죽기 싫으니 전략을 짜자. 우선, 또라이 공의 시야에서 남동생을 숨기는 거야!"
35,35,녹음의 관,"삵,김은혜,비누,시야",로판,"남자주인공에게 트라우마를 남긴 계모의 딸에 빙의했다.이 모든 것은 내가 열 다섯 살 때 쓴 소설 속 안.괜찮아, 어떻게든 널 행복하게 만들어줄게.내가 이 소설의 원작자라고!""저는 단 한번도 누님을 가족이라 생각한 적이 없습니다.""남주 행복 프로젝트, 열심히 실천하고 있다고 생각했는데.왜 나를 가족으로 인정해주지 않는거니?남주가 공작이 되기 전까지 나, 무사히 살아남을 수 있을까?"
36,36,"성자는 개뿔, 현대의학의 힘이다","로렌조,함미,고리프",판타지,"천재 의사로 의학계에 이름을 떨치던 유성.수술실을 집처럼 여기던 그는 어느 날 교통사고로 죽게 되고,정신을 차려 보니 다른 세계로 떨어져 버렸다.그런데.성녀…성국…힐링 마법이라고?""내가 얼마나 힘들게 의학을 배웠는데, 손만 대 놓고 치료 끝?아, 나. 진짜 미쳐버리겠네."""
37,37,아기 성녀님은 세상을 멸망시키고 싶어!,"RK스튜디오,은리화",로판,"끝나지 않는 윤회, 반복되는 불행한 죽음.99번의 환생을 거치며 삶에 지쳐버린 대마녀 루시펠라.그녀는 윤회를 멈추기 위해 세상을 멸망시키려 한다.하지만…눈을 떠보니 이 세상을 구원할 '아기 성녀'로 다시 태어나버렸다?적이었던 사제들에게 키워지고동료였던 제자들에게 위협받기까지!아기 성녀님은 무사히 세상을 멸망시킬 수 있을까?"
