,title,author,genre,story
108,화화원행기 [무빙툰],글/그림/원작 / 최수정 / 50화 완결 / ,로맨스,"웹툰, 애니메이션이 되다! 웹툰을 즐기는 또 하나의 방법! 애니메이션 ""화화원행기"" 이매(魑魅) 수렵사 주인공 '류가화'는 틈틈이 이매 수렵활동을 부업으로 돈을 벌어오다, 수렵사 협회의 부업금지법조항 위반에 걸려 '불가살이'에서 쫓겨나게 된다. 그러던 중 황제의 부마 후보인 '송비연'을 도성으로 호위해오는 임무를 맡게 된 중랑장 '강이소'와 우연히 마주치게 되고, 가화는 이들 원행단에 합류하게 된다. “한 달이면 끝 난다지 않았소?” 한달이면 끝나는 단순 호위 임무라 생각 했건 만, 급증한 이매의 출몰로 황궁으로 가는 길은 쉽지 않다. "
109,30% ~나의 계획 임신~[바닐라],글 / 츠크모리 엔 / 그림 / Michi / 12화 완결 / ,드라마,타이요(29세)와 츠키코(34)는 연상연하 부부. 남편인 타이요는 아직 나이가 어린 탓에 ‘아이가 생기면 좋겠네~’라는 막연한 생각만 가지고 있다. 반면 츠키코는 젊은 남편을 생각해서 이 문제를 진지하게 생각해 본 적이 없다. 하지만 34세가 된 츠키코는 ‘좋아하는 사람과 두 사람의 아이를 키우고 싶어!’라는 염원이 나날이 커져가는데. 그런 어느 날 츠키코의 동창인 노조미가 미숙아를 낳은 것을 계기로 츠키코의 마음이 흔들리는데. ‘30대 여성의 자연 분만 확률이 30%밖에 안 돼?!’ ‘35살까지 임신해야 돼!’ ‘체외수정이 이렇게 돈이 많이 드는 거야?!’ 등 아이를 낳고 싶어 하는 모든 여성에게 바치는 계획 임신 코믹스!
110,시건방진 리틀 프린스,글/그림 / 이치카와 나츠오 / 24화 완결 / ,로맨스,"“헐? 누나는 내가 별로야? 나 좋아 안 해?” “이 좁아터진 방구석에서 열두 살짜리랑 무슨 동거야?! 내 일상이나 돌려줘!!!” 건방지기 짝이 없는 미소년 왕자님과의 동거, 개막?! 젊은 여성을 겨냥한 옷 가게에서 일하는 우메 앞에 어느 날 갑자기 요즘 최고로 잘나가는 아역 겸 키즈 모델 에이시로 군(열두 살)이 등장, 천사 같은 얼굴을 했지만 속은 검은 에이시로의 계략(?)에 의해 두 사람은 급거 동거하게 된다! 첫눈에 반한 우메를 향해 에이시로는 열심히 구애(?)하지만, 댄디한 연상남이 취향인 우메의 눈에는 에이시로가 한낱 꼬맹이로만 보이는데……. 연상녀×연하남 장인! 이치카와 나츠오의 신감각 순정(?) 최신작!!"
111,강력계투캅스 [단행본],글/그림 / 박원빈 / 14화 완결 / ,액션,범죄와의 전쟁!! 여기 사나이들의 생명을 담보삼은 처절한 사투를 보라!! 우정과 의리. 그리고 처절한 믿음이 가슴을 적신다!!
112,레인 드롭 [19세 완전판],글 / 금선 / 그림 / 야호 / 77화 완결 / ,BL,"갓 제대한 '한 강'은 오랜만에 찾아간 누나의 집에서 벌거벗은 낯선 남자 '강래인'을 만나게 된다. 성인인 '강래인'을 갈 곳 없는 고등학생 신분으로 착각한 '한 강'은 동정심에 그를 자신의 자취방으로 들이고, 둘은 갑작스러운 동거를 시작하게 되는데..."
113,빨간머리 제임스 외전[19세 완전판],글/그림 / 박호단 / 9화 완결 / ,BL,"“제임스, 넌 아름다워.” “그럼 키스해 주세요.” 헨리 커스버트에게 한 눈에 반한 빨간 머리 고아 소년 제임스는 몇 번의 고비를 넘긴 끝에 마침내 헨리의 일꾼이 되는데 성공한다! 튼튼한 일꾼이 필요하다는 헨리의 바람대로 제임스는 무럭무럭 자랐고 커진 키만큼 제임스의 헨리에 대한 사랑도 커져만 가는데..."
114,깊은 탐닉의 시간 컬렉션 [할리퀸][19세 완전판],글 / 레슬리 켈리 / 그림 / 키리시마 루카 / 120화 완결 / ,로맨스,<깊은 탐닉의 시간 컬렉션> 작품 구성 01. 운명 혹은 본능 02. 천사를 위한 거짓말 03. 속죄의 결혼 04. 라스베이거스의 밤 05. 뜨거운 경매 06. 검은 공작 07. 억만장자와 새장 속 작은 새 08. 엔젤의 눈물 09. 사랑의 옥션 10. 첫 키스는 영원히 11. 사랑에 대한 8장 12. 대부호의 신부와 아이 13. 가면의 신부 14. 사막의 다이아몬드 15. 천사의 유언 16. 하룻밤만 사랑해줘 17. 굴욕의 레슨 18. 달콤한 열정 19. 천사의 비밀 20. 신데렐라와 얼음왕자
115,선배! 우리 얘기 좀 해요 [BL][19세 완전판],글/그림 / 유주인 / 35화 완결 / ,BL,저 선배... 뭐지? 눈에 띄지 않았던 선배 도현과 우연히 조별과제를 하며 가까워진 승주는 자신에게만 유독 무뚝뚝한 선배에게 묘한 호기심을 가지게 된다. 사실 승주를 남몰래 짝사랑하고 있던 도현은 점점 커지는 승주에 대한 마음을 숨길 수가 없게 되는데… ＂선배! 우리 얘기 좀 해요.＂
116,오만한 아가씨는 처음인 것이 불만이다 [개정판],글/그림 / 카니 이토 / 37화 완결 / ,로맨스,"""건방진 아가씨를 조련하는 건 재미있을 것 같군."" 온화하고 둔감한 상사? 아니면 폭군 약혼자? 어느 쪽이 진짜 그의 모습인지 모른 채 농락당하고…. 세상 물정 모르는 온실 속 화초처럼 자란 나즈나는 상사 사토미를 짝사랑 중. 그러던 중 내키지 않은 마음으로 만난 약혼자 후보인 자이젠은 사토미와 쌍둥이인 듯 닮았는데…?! 사토미와 비슷해 보여도 역시 처음은 좋아하는 사람이 아니면 싫어! 교만하지만 순진하고 일편단심인 나즈나는 어느 쪽?!"
117,소마천자 [단행본],글/그림 / 황재 / 20화 완결 / ,무협,"무(無)!! 바람도 없고, 소리도 없고, 욕망도 없다. 검이 없으면 초식도 없음이라! 무초식! 손이 검이요, 마음이 바로 검이로다! 그것이 곧 마교의 전설적인 신검 <파풍역검> 의 진검 초식이려니!!"
118,사마달 무림쟁투 컬렉션,글/그림 / 사마달 / 176화 완결 / ,무협,<사마달 무림쟁투 컬렉션> 작품구성 1. 혈월무림 [개정판] 2. 칠검쟁투 [개정판] 3. 조폭무림 [개정판]
119,속도위반 대표님과 계약 아내,원작 / Flower / 감수 / Shibuciyuan / kkworld / 533화 완결 / ,로맨스,고혜원은 친구의 계략으로 대기업 대표 윤석찬의 아이를 갖게 된다. 그 탓에 재벌가의 약혼녀가 됐지만 정작 상대는 뱃속의 아이한테만 관심을 가질 뿐 그녀에겐 눈길도 주지 않는 듯하다. 그런데 막상 결혼하고 보니 그녀에게 다가오기 시작하는 그 남자. 혜원도 과거의 소심한 모습에서 벗어나 점차 석찬에게 마음 문을 열기 시작한다. 하룻밤 만에 신데렐라 자리에 오른 혜원과 차가운 재벌 집착남 석찬의 속도위반 신혼 생활은 어떤 결말을 향해 뻗어 있을까?
120,엔젠간 나도 사랑을 하겠지,글/그림 / 지신지 / 36화 완결 / ,드라마,"사랑의 감정을 모르는 20대 광기, 우리는 모두 사랑해야 할까요?"
121,왕녀님은 파혼하고 싶어 2,글/그림 / Mii / 49화 완결 / ,로판,"기억을 잃은 북부의 지배자 에녹 호크에게 무도회 초대장만 남긴 채 제니스로 돌아온 왕녀 릴리에 드 제니스. 그녀는 이윽고 열린 무도회에서 생각지도 못한 모습으로 에녹을 마주한다. 기억을 잃고 더 난폭해진 에녹 호크는 막무가내로 그녀를 북부로 데려가겠다고 하고, 제니스를 지켜야 하는 릴리에는 이를 완강히 거부하는데.."
122,평범하게 사랑해서 [웹툰판/개정판],글/그림/원작 / 테라시마 / 17화 완결 / ,BL,"학생 시절부터 계속 「평범하다」라는 말을 들어온 후카와. 정직원이 되기 위해 계약직 사원으로써 노력해 왔지만, 갑자기 회사의 에이스 스파다로부터 「독립해서 세우는 회사에 와줬으면 한다」라는 제안을 받는다. 후카와는 놀랐지만, 자신을 바꾸기 위해 그와 일하기로 결심. 하지만 스파다는 이상할 정도로 누구에게나 호감을 사는 「특별」한 사람이었다! 스파다의 다양한 면을 알게 되면서 평범한 인생…이었을 후카와의 생활, 그리고 마음은 바뀌기 시작하는데…."
123,통천의왕문 [단행본],글/그림 / 천제황 / 10화 완결 / ,무협,"""죄인 설비연은 지극히 사악한 심기와 음심을 가진 여인으로서 출가한 불문의 제자가 마땅히 지켜야 할 구족계 중 사음(邪淫)과 투도(偸盜)의 죄를 범하였다. 구도멸겁… 자비의 도를 넘어 살생의 도리를 말함이니 부처님께서 말씀하시길 자비로써 감화시킬 수 없는 악인은 아예 제거해 버리라 하셨다. 이에 죄인 설비연을 참형으로써 그 죄를 다스리노라!"" 젊고 아름다운 미모에다 이미 불문의 깨달음까지 얻었다는 설비연은 어찌 여승의 몸으로 아이를 잉태하였을까…"
124,달링 매니악,글/그림 / 호시모리 유키모 / 50화 완결 / ,로맨스,"“10년 전부터 너를 좋아했어!” 꽃미남 쌍둥이 형제의 맹렬한 러브 어택이 시작됐다 한 지붕 아래 펼쳐지는 꽃미남 쌍둥이 형제와 서툰 여고생의 우당탕탕 러브 코미디, 개막!"
125,타코피의 원죄,글/그림 / Taizan5 / 20화 완결 / ,드라마,"소년소녀의 간절한 울부짖음에 답해다오. 지구에 행복을 퍼트리기 위해 내려온 해피별 성인(星人) 타코피. 자신을 구해준 소녀, 시즈카의 미소를 되찾아주기 위해 동분서주하지만, 그녀를 둘러싼 환경은 처절하기만 하다. 무구한 타코피는 상상조차 할 수 없는 일이었다. 단지 그녀가 웃어주길 바라며 타코피가 저지른 죄란...?! 무구한 선의가 불러 일으키는 예측불허의 충격 전개!!!"
126,결국은 카논,글/그림 / 요네시로 쿄 / 62화 완결 /  ,로맨스,"요네시로 쿄 작가가 그리는 첫 번째 SF만화로, 남주인공을 8년간 짝사랑하는 여주인공의 심리를 자세하게 그리고 있는 만화이다. 남주인공이 결혼을 한 이후에도 게속 지고지순한 사랑을 간직하고 있는 여주인공의 모습은 불륜이지만 불쾌하지 않게, 자연스러운 인간의 감정으로 묘사된다. 외계 침략을 받은 미래의 도쿄를 무대로 하는 SF 러브 스토리다."
127,강아지계 남자들과 삼각관계 [개정판],글 / 키미이 / 그림 / 마로 / 12화 완결 / ,로맨스,"강아지는 키스도 핥는 것도 잘해…. 친구를 따라 인기 밴드의 라이브 공연에 갔다가 돌아오는 길.혼자 있는 미사키에게 밴드의 멤버가 말을 걸어 저녁을 함께하게 된다. '저녁 식사'만 같이 하는 줄 알았는데… 어느새 더 깊은 사이가 되어가고! 기타를 연주하던 손이, 강아지 같았던 미남의 혀가 미사키를 흥분하게 한다. 설마 이 일로 밴드맨과 음악 관계자에게까지 휘둘리게 될 줄은 몰랐어!!"
128,오적도,글/그림 / 조원표 / 66화 완결 / ,드라마,"한국대학교 해양학과 학생들은 학교 행사를 위해 '오적도'로 향한다. 하지만, '오적도'의 바다는 이미 썩을 대로 썩어 죽은 물고기가 해변을 가득 덮고, 마을 사람들은 이상한 피부병이 온몸에 가득하다. 이미 배는 떠났고 2박 3일을 '오적도' 머물러야 하는 학생들. 꺼림칙하지만 학교 행사를 즐기려 한다. 그리고 그날 밤, 무언가에 감염된 학생 한 명의 입에서 거대한 촉수가 나오고 학생들을 공격하기 시작한다. 살기 위해 바다로 도망치는 학생들. 그리고 그곳에는 섬 밖으로 아무도 나가지 못하게 하는 정체불명의 괴물이 기다리고 있다. 결국, 살아남은 학생들과 섬마을 사람들, 군인들은 힘을 합쳐 괴물을 피해 섬을 탈출할 계획을 세운다. 하지만, 시간이 지날수록 살아남은 섬마을 사람들이 숨기고 있던 섬마을의 정체가 밝혀지게 되는데..."
129,냉랭한 상사와 야한 연애를 하고 싶어요 [개정판],글/그림 / 나츠토 미야 / 16화 완결 / ,로맨스,"""이제 와서 무슨 소리야, 네가 유혹해놓고."" 남들보다 조금 더 예민하고 타인과 관계를 맺는 것이 서툰 호소이 치사. 신입사원 치사는 교육 담당인 야나기다가 무뚝뚝하고 무서워 겁을 먹는다. 그런데 출근길에 나타난 치한으로 인해 소란스러워진 현장에 놓이게 되자 두려움에 떠는 치사를 위로해준 것은 우연히 같은 전철을 탄 야나기다. 처음 보는 다정한 표정과 부드러운 말투에 첫인상과 다르다는 것을 깨닫고 어느샌가 야나기다의 조용하고 정중한 태도에 끌리기 시작한다. 그러다 함께 간 술집에서 잔뜩 취한 치사는 자신도 모르게 고백을 해버리는데…!"
130,"선배, 열 번만 자요. [19세 완전판]",글 / 곰 / 그림 / 오랭 / 50화 완결 / ,BL,"복학을 하루 앞두고 고시텔에서 쫓겨나 히키코모리 꽃덕후 현우. 오랜 지병인 미주신경성 실신을 앓고 있던 현우는 하루 아침에 길거리로 쫓겨나지만 구사일생으로 자신의 대학후배이자 플라워카페 사장인 한성의 밑에서 일하게 된다. 그런데, 이 후배 녀석한테서... 묘한 '향기' 가 난다. 달콤하면서도 아찔한 이 향기를 맡게 되면 제 뜻과 상관없이 흥분하게 되는데... 그런 현우의 상황을 아는지 모르는지 어느날 갑자기 한성이 현우에게 뜻밖의 제안을 한다. ""선배, 우리 열 번만 자요."""
131,시한부 악년가 복수하는 방법,글 / 노래 / 그림 / 달 / 원작 / 묘묘희 / 75화 완결 / ,로판,"그저 사랑받고 싶었다. 연금술사의 힘을 각성한 이후 파산 직전인 가족을 위해 끊임없이 금을 만들었다. 그게 생명을 깎아 내는 짓인 걸 알면서도. 하지만 살인 미수죄로 죽을 때, 누구도 그녀의 곁에 없었다. 그녀의 생명으로 산 드레스를 입고 여동생은 황태자의 품에서 거짓 눈물을 쏟았다. 새 부리에 쪼아 먹히며 해낸 세 번째 각성. 그녀, 밀비아는 시간에 손을 댔다. 과거로 돌아온 밀비아에게 남은 수명은 1년 뿐. 그 안에 복수를 하리라. 그래서 광기사라 불리는 자와 하룻밤을 보냈다. 이제 겨우 남작위 정도를 받았을 뿐인 사내. 상상도 하지 못할 부를 주는 대가는 오직 그녀의 곁을 지키고 사랑하는 척해 달라는 것뿐. 원래 내 가족이 가졌던 모든 걸 당신에게 줄 테니까. 내가 복수하는동안 무너지지 않게만 해 줘"
132,Stigma,글/그림 / 말룽 / 62화 완결 / ,BL,"어두침침한 도시의 뒷골목. 조용한 성격이지만, 폭력적인 성향도 있는 '보리스'는 하룻밤 상대를 구하러 공공 화장실로 간다. 화장실에는 긴 줄이 늘어서 있었고, 검은 머리의 한 남자가 변기에 엎드린 채 그들 전부를 상대하고 있었다. 일방적으로 보이는 그 광경에 보리스는 섹스에 열중하던 남자와 주먹다짐을 벌이고 검은 머리칼의 남자를 구출해 데리고 나간다. 누구나 자신에게 쉽게 섹스를 요구해왔고 또 요구를 굳이 거절하지도 않고 살아왔던 검은 머리칼의 남자, '세현'은 이제까지 만나왔던 남자들과는 다른 보리스의 모습에 호기심을 느끼고 접근한다."
133,시작은 i로부터,글/그림 / 밍 / 118화 완결 / ,BL,율이 돌보는 것 좀 도와주라. 짝사랑 상대에게서 받은 세상에서 가장 황당한 제안. 갑자기 생겨버린 조카를 함께 키우자고 제안한 지환의 속마음은 과연 무엇일까...? 아이를 싫어하지만 지환과 함께 있고 싶어 덜컥 제안을 수락해버린 준에게 닥쳐오는 험난한 육아의 현실! 본격 알콩달콩 육아 BL물이 찾아온다!
134,고스트타운의 흑풍 [단행본],글/그림 / 황재 / 3화 완결 / ,액션,"악마의 화신인 「검은 바람」이 불기 시작하면 바람이 없기로 이름난 고스트 타운에 재앙이 찾아들고, 폐허가 되리라…!"
135,혈무도풍운 [단행본],글/그림 / 황재 / 7화 완결 / ,무협,"혈무도!! 피빛의 안개가 인간의 접근을 불허하는, 악마가 세운 지옥이라 알려진 그 곳- 한 번 발을 딛는 순간 아무도 벗어날 수 없는 곳! 차라리 지옥에 갈지언정 혈무도엔 들어가지 말라!"
136,피곤한 직장인 일기,글/그림 / 유 / 30화 완결 / ,드라마,"주말, 칼퇴, 월급을 사랑합니다. 아, 남편과 반려견 꽃남이두요! 직장인이라면 누구든 끄덕끄덕할 맞장구 에피소드 한가득. 평일의 한가운데 수요일에 엿보는 우리 모두의 일기장 <피곤한 직장인 일기>"
137,나의 마리아,글/그림 / 미치 / 42화 완결 / ,로맨스,"근미래, 무정부 상태의 뉴욕에서 클리너로 살아가는 마리아. 그 곁에는 한 명의 소년이 있다."
138,나의 엽기적인 왕비,글 / 큐비씨앤엠 / 그림 / kunwu comic / 55화 완결 / ,로판,"임무 수행 중 갑작스러운 비행기 추락 사고로 목숨을 잃고, 동생에게 약혼남을 빼앗긴 장군부 장녀로 환생했다! 환생하자마자, 온몸에서 악취가 난다는 이유로 사람들에게 조롱받고 약혼남에게 따귀까지 맞다니. 하지만 이제 예전의 그 심유화는 없어! 동생에게 복수하고, 약혼남을 조롱하고, 간사하게 세 치 혀를 놀리는 사람들을 가만두지 않기로 결심한 유화. 그러던 어느 날 밤, 느닷없이 유화의 방에 들어온 한 남자. 한바탕 소란 끝에 그가 심각한 기독에 중독되었다는 사실을 알게 된 유화는 그를 치료해주기로 한다. 물론, 그가 온 나라에 명성이 자자한 무시무시한 왕야라는 사실은 꿈에도 모른 채! 그날 밤, 심유화에게 첫눈에 반한 왕야는 남몰래 그녀를 돕기로 하는데…"
139,가족이 되는 방법 [19세 완전판],글/그림 / 모주 / 90화 완결 / ,BL,"부모의 재혼으로 가족이 되었던 도연과 은하는 부모의 이혼으로 다시 남남이 되고 만다. 몇 년의 세월이 흘러 다시 만난 두 사람. 은하는 도연에게 집착하고, 도연은 그런 동생이 부담스럽지만… 더 싫은 건, 은하에 대한 자신의 감정이 ‘형제애’가 아니라는 것이다."
140,상사놈과 캡슐 호텔에서 하룻밤 [개정판],글/그림 / 메그 / 85화 완결 / ,로맨스,"""다 들리겠어."" 회사 회식에서 상사인 하다노와 말다툼을 하다가 마신 홧술에 잔뜩 취해버린 미노리. 막차까지 놓친 두 사람은 근처에 있는 캡슐 호텔에서 묵기로 한다. 하지만 어떤 여자가 미노리의 침실을 차지해버려 빈자리가 없어진 상황. 어찌 해야 할 지 고민하던 미노리 앞에 나타난 하다노는 그녀에게 자신의 방에서 함께 자자고 한다. 좁은 공간 탓에 밀착하게 된 서로의 얼굴을 마주 보며...약간의 긴장감에 설레는 마음이…!"
141,언짢은 DOUDOU [웹툰판/개정판],글/그림/원작 / 코우노 토키 / 15화 완결 / ,BL,"샐러리맨 아사기는 가장 좋아하는 캐릭터, 도키의 제작회사에서 일한다. 과거 트라우마로 도키를 좋아한다는 사실을 숨겨온 아사기. 그러나 몸이 아파 조퇴한 날, 아사기의 집을 방문한 직장 동료 이와모토에게 도키로 가득찬 집을 들키고 만다. 이제까지 교류가 딱히 없었던 이와모토에게 비밀을 들켜 혼란스럽지만, 이와모토는 그저 무심하게 아사기의 과거가 잊힐 만큼의 말을 건넬 뿐. 이와모토의 무뚝뚝하지만 다정한 태도 덕분에 주변의 눈치를 보지 않고 점차 나다움을 되찾게 된 아사기는 서서히 이와모토에게 끌리게 되는데"
142,야설록 중원일검 컬렉션,글/그림 / 야설록 / 180화 완결 / ,무협,<야설록 중원일검 컬렉션> 작품구성 1. 독보군림 [개정판] 2. 일월병승 [개정판] 3. 창랑왕 [개정판]
143,우치하 사스케의 사륜안전,글 / 키시모토 마사시 / 그림 / 타이라 켄지 / 25화 완결 / ,액션,"일족의 부흥과 어떤 목적을 위해 여행을 하는, 천재 엘리트 닌자 우치하 사스케. ‘매’의 멤버인 스이게츠, 카린, 주고와는 여행 중에 머문 숙소에서 함께 베개 던지기를 하며 노는 등 엄청 사이가 좋다! 오늘도 다 같이, 형인 이타치를 찾아 유쾌히 여행 중~?!  UCHIHA SASUKE NO SHARINGAN DEN"
144,천일의 아내 [19세 완전판],글 / 죠이나 / 그림 / 0510 / 베리 / 62화 완결 / ,로맨스,"""우리…한 번 잘래요? 마지막 하루쯤은 진짜 부부여도 좋잖아."" 재벌가 손자며느리, 액받이 신부, 고졸, 주부, 신데렐라, 그리고 새해 첫눈처럼 순결한 모.태.솔.로. 결혼 천일만의 이혼 선언과 함께 은애를 떠날 수식어들이었다. 하지만 허울뿐이었던 남편이 예상과 달리 그녀의 마지막 은밀한 청에 열띠게 호응해 오면서 부부의 세계는 새롭고 뜨거운 반전을 맞게 된다."
145,BAITS(베이츠) [19세 완전판],글 / 제이제이 / 그림 / 준강 / 79화 완결 / ,BL,"자신이 수인인 걸 모르고 살던 수남은 폭주하는 수인의 타깃이 되어 위험에 빠지고, 이를 시열이 구해주게 된다. 하지만 놀람도 잠시, 수인을 관리하는 원로회에 끌려온 수남은 수인의 미끼가 되어, 시열과 함께 수인 폭주 사건을 해결하지 않겠냐는 제안을 받게 되는데… #현대물 #판타지 #수인물 #연하공 #까칠공 #연상수 #존댓말수"
146,시크릿 언더 립 [BL],그림 / 가잴 / 59화 완결 / ,BL,#현대물 #오피스 #연하공 #대형견공 #다정공 #츤데레수 #능력수 #미인수 화장품 회사를 다니는 권찬웅은 신입사원다운 씩씩함과 싹싹함으로 순조로이 직장 생활을 하고 있다. 어느 날 취한 팀장을 집에 데려다주던 찬웅은 그의 비밀을 알고서 우왕좌왕하기 시작한다. 회사의 기대주이자 찬웅의 롤 모델인 팀장 박영인. 과연 그의 비밀은 무엇이길래 찬웅을 혼란스럽게 하는 걸까? 찬웅과 영인의 어덜트 & 섹시한 오피스 BL.
147,멸마검제 [단행본],글/그림 / 황재 / 17화 완결 / ,무협,"불사마제 강운령의 출도 이래, 사마의 무리들은 군마천으로 규합되었고 백도무림은 지리멸절 되었다. 이에 전대의 고인 3성은 군마천에 대항 할 백도의 열협들을 암암리에 모았다. 그들은 태백산 운룡곡에 비밀스런 백도 연맹을 찬거하였는데 완벽한 진세와 철통같은 기관장치로 위장 된 그곳의 이름은 단협맹!"
148,반드시 찾아올 행복 컬렉션 [할리퀸],글 / 헬렌 딕슨 / 그림 / 모토 나오코 / 120화 완결 / ,로맨스,<반드시 찾아올 행복 컬렉션 [할리퀸]> 작품 구성 01. 은 스푼을 떨어뜨린 어린 아씨 02. 지진처럼 강렬한 03. 왕자님에게서 온 초대장 04. 사랑합시다(변호사 형제는 사랑이 서툴러) 05. 결혼합시다(변호사 형제는 사랑이 서툴러) 06. 미운 오리 공주님(뒤바뀐 운명 1) 07. 재투성이 공주님(뒤바뀐 운명 Ⅱ) 08. 우정 결혼 09. 사랑에 눈뜬 소녀 10. 포로가 된 신부 11. 기억 속의 멜로디 12. 언젠가 사랑해줘 13. 사라진 신부와 잊을 수 없는 사랑 14. 사랑의 큐피드는 어느 날 갑자기 15. 행복의 환영 16. 비서라는 이름의 포로 17. 그 남자의 아내 18. 비 온 뒤 해피엔드 19. 백작 영양의 거만한 연금술사 20. 사랑의 레시피는 어떠세요?
149,황성 독불전설 컬렉션,글/그림 / 황성 / 220화 완결 / ,무협,<황성 독불전설 컬렉션> 작품구성 1. 독불무적 [개정판] 2. 제룡지도(원제:용골) [개정판] 3. 철인전설 [개정판]
150,다윗의 초상,글 / 금선/ 그림 / 자연 / 48화 완결 / ,,"뛰어난 모작 실력을 가졌지만 창작엔 재능이 없어 인정받지 못한 화가 요셉은 자괴감을 이기지 못하고 극단적인 선택을 하려고 한다. 그런 그를 막아선 비밀스러운 여자, 르네. 자신을 위한 그림을 그려달라는 말에 요셉의 가슴은 요동치고, 마지막 기회를 잡고자 그를 따라 화가의 도시,'델모'로 향한다. 그러나 '델모'에 도착한 후, 기대와는 전혀 다른 의뢰를 받게 되는데…"
151,야설록 7월 신작 컬렉션,글/그림 / 야설록 / 160화 완결 / ,무협,<야설록 7월 신작 컬렉션> 작품구성 1. 용문 [개정판] 2. 천상비록 [개정판]
152,할리퀸 7월 신작 컬렉션,글 / 미랜다 재럿 / 그림 / 오가타 린 / 90화 완결 / ,로맨스,<할리퀸 7월 신작 컬렉션> 작품 목록 01. 흑장미의 복수 02. 치어리더 만들기 03. 품격 있는 애인 ① 04. 품격 있는 애인 ② 05. 사랑의 용기(사막의 왕자들) 06. 마음속의 프린세스 07. 연애 계약 08. 7년째의 키스 09. 날 사랑한다고 말해 10. 결혼과 속죄 11. 불장난 좋아하세요? 12. 당신을 원하는 이유 / 사소한 실수 13. 프린세스 조교사 14. 사랑의 손길 15. 사랑과 배신의 항로
153,황성 7월 신작 : 천마대제,글/그림 / 황성 / 82화 완결 / ,무협,납치당한 후 실험체가 되었지만 탈출과 함께 운명이 바뀌었으니…. 세상을 지배하는 천원삼공(天元三功)의 깨달음을 얻은 자가 무(武)의 종주(宗主)가 될 것이다…!!
154,거침없는 유혹 [단행본],글/그림 / 조명운 / 18화 완결 / ,액션,누구도 그 남자를 건들이지 마라!
155,불사조 [단행본],글/그림 / 천제황 / 13화 완결 / ,무협,죽음의 전령은 불사조… 불사조가 이승의 살아있는 귀산에게로 날아가게 되는 순간 이미 한 사람의 종말이 도래한다는 전설은 이미 낡디낡은 것이라고 할 수 있다.
156,사신 도련님과 검은 메이드,글/그림 / 이노우에 코하루 / 237화 완결 / ,로맨스,"어렸을 때 <손을 대는 모든 것을 죽게 만든다>는 저주에 걸려, 주위에 거절당하면서 살아온 귀족 도련님. 그런 도련님이 지금 가장 곤란한 것은…그를 모시는 메이드 ""앨리스""의 역성희롱! "
157,최상의 명의 -더 킹 오브 니트-,글 / 이리에 켄조 / 그림 / 하시구치 타카시 / 182화 완결 / ,드라마,"고등학생인 모가미 요시아키는 등교거부까지 하고 있는 불량 학생. 언뜻, 아니 실제로 별 볼일 없는 남자일지 모르지만, 이렇게 완전히 자기중심적인 남자이기 때문에 구해낼 수 있는 생명이 있다. 과유불급이라고 하지만 넘치고 넘쳐, 언젠가 무언가를 격파해낼 것만 같은 제 1권!"
158,최상의 명의 -더 킹 오브 니트-,글 / 이리에 켄조 / 그림 / 하시구치 타카시 / 106화 완결 / ,드라마,"어려서 심장수술을 받아 목숨을 건진 뒤최고의 소아외과의가 되겠다는 꿈을 품는, 사이죠 미코토. 소년의 꿈은 위대한 스승을 만나면서 의지로 바뀌고,주위 사람들에게 영향을 주며 무한히 펼쳐져 간다…. 용기와 감동, 각오와 열정이 담긴 뜨거운 이야기의 막이 열린다!"
159,우리들의 마지막과[GL],글/그림 / 코루세 / 6화 완결 / ,로맨스,"원인은 알 수 없지만 인류는 멸망했고 우리 둘만 살아남았습니다. 앞날은 알 수 없지만 서로가 있다면 이곳이 죽은 뒤의 천국이라도 괜찮다. 세상이 끝나고 살아남은 두 사람을 그린 「우리들의 마지막과」와, “이 세상의 끝을 보러 가자.” 세상이 끝나는 모습을 보러 떠나는 두 사람을 그린 「그러면 여러분 좋은 종말을」에 더해 단행본 특별 에피소드 두 편이 수록된 코루세의 단행본."
160,대표님 취향이 특이해,원작 / animation Dong / 261화 완결 / ,로맨스,"“결혼하자. 기한은 1년. 그 안에 네가 날 사랑하지 않으면 널 놔 주겠어. 하지만 날 사랑하게 되면 우린 영원히 함께하는 거야.” 하지만 그들은 각각 무시할 수 없는 부캐를 가지고 있었으니… 뭐? 다크나이트? 천영위? 서로에게 비밀을 가지고 시작한 1년의 결혼, 과연 그들은 해피엔딩을 맞을 수 있을까?"
161,특급골잡이 [단행본],글/그림 / 오일룡 / 14화 완결 / ,액션,프로 축구팀 팬텀스 훈련장에 나타난 유비는 자신이 한국축구 최고의 선수라며 입단하겠다고 떼를 쓴다. 선수들과 실랑이를 벌이던 유비는 국가대표 선수인 관우의 도움으로 간신히 테스트받게 된다. 유비의 가능성을 알아본 팬텀스 감독은 유비의 입단을 허락한다.
162,현자가 동료로 왔다!,글/그림 / 아즈 / 21화 완결 / ,드라마,"가볍게 은둔 중인 내 방에 귀여운 현자가 찾아왔다! 따끔한 조언을 던지면서도 자신에 대해서는 둔하고… 정말 허술하고 귀엽답니다♡ 모여라, 사는데 서툰 동료들이여! 훈훈한 웃음이 멈추지 않는 신감각 우정 코미디 개막~♡"
